ID,Settore,CO2,CH4,N2O,FGAS,PM25,PM10,NOX,SO2,CO,VOC,NH3_AIR,H2S,BENZ,TXYL,MEOH,FORM,STYR,ETO,PHEN,CYAN,CL2,HCL,H2SO4,HF,DIOX,PFAS,CHL_SOLV,PB,HG,AS,CD,CR,NI,MN,CU,ZN,SE,COB,SB,BE,TN,NO3,NH3_W,TP,BOD,COD,TSS,OIL,TDS,PATH,THERM,PEST,SILICA,ASBEST,PHARMA
31,"Wholesale trade, durable goods",46924.21802254508,0.0,0.13249113245549182,,0.0,0.0,43.96524152811899,4.65478665847237,69.58947037857065,7.6487901906776665,0.34037252019687353,0.010909116480091715,0.06382187956283503,0.35085493069871004,0.09370472622633984,0.1468929891373176,0.24740960742122803,0.0011187311365709282,0.025233927049683108,0.002328118286368245,0.001719932709180359,0.05434142629011786,0.011624972857666178,0.009803648664841529,6.06267060828701e-09,0.0,,0.4456909875975,0.0021465193583068217,0.09915478741589348,0.00012854842535612722,0.0014406591576610298,0.006400453331548768,0.02519413222296431,0.007244337847510806,0.23991541565961175,0.0008695745239815314,0.000844745259241837,0.00042762830315323704,6.224650053670707e-05,0.010432131084630349,0.016331166090479316,0.00011182770282651645,0.005533196091526496,0.01331923365285589,0.37756537701970355,30.54719066367436,0.40154238102751383,0.7570928581649061,,,0.0,,1.517272244038929e-08,
32,"Wholesale trade, nondurable goods",74513.55548303765,0.0,2.398993928492726,,0.0,0.0,58.64783555400588,7.481353081529498,82.50362832431806,196.29947230571852,0.9029968445474025,0.09486587919432113,0.7235600691474796,4.032856007517405,0.6139533655131272,0.2174902549879018,0.04106193104793516,0.00080078933149633,0.012272298160308769,0.8005535354026491,0.03641152983308713,0.06045472765416856,0.03470036354137122,0.008053043879654817,1.25685267576843e-08,0.0,,0.002597506362533861,0.00014891957488658442,0.0012118141159312922,0.0003947932122575997,0.0011749861360993434,0.005382244377348316,0.011054752805212887,0.0010137116413386918,0.00614228762632577,0.0006696981008092911,0.0007415546613024982,0.0005118382663958402,8.357910905927656e-05,0.07277041954694424,0.45189745531206493,0.0022861959126969085,0.015202997832763016,0.3087807318567112,0.36165149709936445,8.878865189800315,0.24339277616388422,4.960527710098372,,,0.0,,5.616044259395724e-08,
33,Motor vehicle and parts dealers,79487.6305519178,0.0,0.0,,0.0,0.0,34.98920658280087,2.196429616786303,45.89213094207153,3.128727338729763,0.1975950490415519,0.0,0.027806482635576554,0.12857587535980078,0.011786086538477101,0.08572091915817075,0.00363897669165814,0.0,0.0036785429182682023,2.798876201365074e-05,0.00010623140199591788,0.0014198333405198548,0.0,0.0,0.0,0.0,,0.0004062385055976343,2.159458307876332e-05,0.00011182907559238629,6.234328218765899e-05,0.0,0.0027577401080859294,0.0003102769360536858,0.0,0.0,0.0002556785458489734,6.555365162385101e-07,5.902298977267477e-07,4.762537869657335e-05,0.00026524148668289656,0.0,0.0,3.7525148591213572e-06,0.0012102870666913911,0.0001146911995035026,0.03017562537368693,0.00024238355065559237,0.00030245732378436266,,,0.0,,0.0,
34,Food and beverage stores,23291.084389556927,0.0,0.0,,0.0,0.0,43.49547065701876,2.718915772333334,63.920221487229476,4.1574856478736315,0.24887933252362618,1.2350781997824e-06,0.05184309991257292,0.17047888175275916,0.0001674288770338645,0.1256394014887078,0.006945734828136586,1.4826573434224932e-06,0.004901378372538365,4.818188326585755e-05,7.76365199183904e-05,0.002067063923865192,0.0,1.935818769148424e-05,0.0,0.0,,0.0013382209412138044,2.6799601234295933e-05,0.00013768450933371993,7.708421514481576e-05,1.0130060715667515e-08,0.0033850706149701707,0.0003996600880170879,0.00039100415136503284,5.683941805268163e-07,0.00031377833430600857,8.445908172191054e-07,7.392725887899664e-07,5.848314883232238e-05,0.008203183218817082,0.0,0.0,8.364275734319973e-05,0.03563243348787831,8.642390238535385e-05,0.0795541603526481,0.003988400367693267,0.00238047328239707,,,0.0,,2.213468736441092e-12,
35,General merchandise stores,4991.38985250443,0.0,0.0,,0.0,0.0,37.43038150649435,2.372737689856168,40.010307984783545,2.753479266584086,0.2129154818497755,0.0001488305696785347,0.016889068365758455,0.05645875892343894,0.0006340679952186607,0.07973990604990319,0.0017028884430522798,5.580115712228486e-06,0.003953855474514808,0.0005171855228831303,6.981381284250945e-05,0.00183782244967132,0.0,2.4599250737392247e-05,0.0,0.0,,0.0019229650204184655,2.3179870794240002e-05,0.00011999331399491602,6.788304151006092e-05,3.4197365245425225e-05,0.0029712532465419597,0.00034817900842120747,0.00027332457171566464,3.936024093691948e-07,0.00027532788943883906,2.478214472787697e-06,3.761249394468219e-05,5.1253333897027735e-05,0.008040597426790934,0.0,0.0,8.259633040650961e-05,0.03489558250535633,7.013322306588727e-06,0.1151167001109463,0.0213440016771126,0.0005703479458849828,,,0.0,,3.231221224273359e-08,
36,Other retail,44058.73959668064,0.0,0.0,,0.0,0.0,40.456704354396926,2.6870119363737928,56.846189119358364,486.87573379637513,0.26118372940623924,0.0009136976584390001,1.9578401919756985,36.975418201854964,0.016384929964449204,0.11075238986065059,0.005482290834806652,0.00010873585806242337,0.004802124254651551,7.356516474066896e-05,0.0003158605405773104,0.026559328039898442,0.0010723930339782578,0.08762508215667589,2.6981996115981813e-11,0.0,,0.001084517203562795,6.544238377339798e-05,0.00015510498253807362,0.00011873896403962096,0.00047518324357828504,0.0032129990107601886,0.0005114243284497176,0.0002045774615484658,0.0005532852418329678,0.00036198473301771763,1.3809460048453567e-05,2.2198689956853394e-06,5.603955882566424e-05,0.01730321141358055,4.750829718984263e-05,2.4174699645351415e-06,0.04461149171786731,0.04569858886676356,0.0073083697375874055,2.6363307472653013,0.9670532236330238,0.13117735623371768,,,0.0,,1.8581728668013536e-07,
37,Air transportation,700345.5517275019,0.0,20.537992719281583,,0.0,0.0,1.742698055529099,0.12428088838845588,5.690183451288372,1.579135364681385,0.009773217611287318,3.4876898730164335e-05,0.010064062871239158,0.025580046991200398,0.01730546202728628,0.04287392901639902,0.00174016094872731,4.1874223285457126e-05,0.002250529549887505,0.0003859774020429951,2.5195319874270023e-06,9.755868674997446e-05,0.0,6.262058245621537e-06,0.0,0.0,,0.004470803083154549,5.033531132756013e-07,4.3982080206665475e-06,7.524066995328257e-06,3.1265613751933484e-08,2.881196169113323e-05,2.195471116694673e-05,5.426613504891875e-06,8.407325849471023e-06,8.271310821591491e-07,5.041560859013109e-07,2.908456212985689e-06,1.9743865440801862e-07,0.0004674618033853719,0.0,0.0,0.00017618239723424332,0.1113364173726855,0.002440491372846388,1.1573575748440479,0.24062228874312275,0.06650242455828541,,,0.0,,0.0,
38,Railroad transportation,502745.16863178735,0.0,12.85793270158024,,0.0,0.0,6720.102084993468,8.436649492706897,1373.921678573754,313.9684692324414,4.1401442300535765,0.0,6.617433111788987,11.377641854805951,0.002673234404284366,64.98098912997447,0.05504762539145345,0.0,0.0002440081721624016,1.3603164107197532e-08,5.6530055876269545e-08,5.217633040790704e-05,0.0,6.265394300784331e-06,0.0,0.0,,0.0028670897323419993,0.0028015781912616995,0.18211802352589404,0.0003868243951818533,6.230534708020481e-10,0.6843150087203519,0.39143687191017296,2.6986628248584837e-05,0.0001690927978285411,1.946935467508338e-06,5.337367300003608e-07,2.043197862516519e-07,0.0003803645810525349,0.09172564499630557,0.0,0.0,0.1030808777009222,0.04194735237280498,0.031461121599259796,1.00358037782407,0.334624028732019,0.0,,,0.0,,1.528460251259204e-13,
39,Water transportation,643279.692218591,206.84234476482027,20.684234476482025,,0.0,0.0,5993.488688285871,149.0198524617353,882.4208282921622,344.9359383617675,2.711042408397083,0.0009355217685865048,1.8553707182336627,1.6695745246113256,0.1267911361024009,14.957583051966168,0.020788638845521908,0.001123052953546387,0.04392563876644687,0.010353327006587016,6.651428800958274e-05,0.00155132177250938,0.0,0.0001727353390398342,0.0,0.0,,0.059496653294979995,1.3040358743903467e-05,0.003705570065240178,0.03309731861852734,8.409009424673631e-07,0.09644472734098974,0.0008441500847594716,0.0002428694521339766,0.0002255816065979819,8.181632009003156e-06,1.401329103230032e-06,0.08594318562957502,7.75433022869101e-07,0.012207448434269269,0.0,0.0,0.004743057151887443,0.7932851465826851,0.06546260959179619,17.841676217591832,1.0335174915308523,1.783830217227707,,,0.0,,5.511327761669253e-13,
40,Truck transportation,1160411.8798400136,34.03965619947238,37.443621819419626,,0.0,0.0,3893.3489736272422,14.22252667781297,5073.795397156719,517.5673635494339,33.20165366467656,0.000213016620071144,9.875888810094866,47.23344937306666,0.019871287210571117,30.2643179131653,0.4390948043628523,0.0002031063730070239,0.0061059654929866486,0.0013937023446088542,9.609761036425311e-06,0.0006119448726110018,0.0,2.265142655134906e-05,0.0,0.0,,0.005638619009731435,6.240022768412343e-05,0.002816478039915681,7.564016742554305e-06,5.235764640351933e-07,0.0036173968184024363,0.012465280195191624,2.083154477815011e-05,3.929579968240877e-05,1.8128143491955707e-06,2.447517975722755e-07,9.461108920605913e-07,3.873238786724201e-07,0.00280593539488596,0.0,0.0,0.00066463465619599,0.1073587405941443,0.01074419904771105,71.77150964353856,4.278437385782793,0.3333963210923427,,,0.0,,0.0,
41,Transit and ground passenger transportation,305774.4325532165,0.0,19.600925163667725,,0.0,0.0,1127.891962672454,2.2964794611133748,845.6523978705102,102.9034941676416,5.908225689803058,0.0001696978262730529,1.089050500852251,2.707606465879234,0.028853301851236402,9.033063127731427,0.1174570369537123,0.0002037148160585336,0.007967829959193564,0.0018780201839988153,1.3366577143869966e-05,0.0004209373380256169,0.0,3.046881204945413e-05,0.0,0.0,,0.007585684897799461,7.003169532227323e-06,0.0003973831343566666,1.520411466792824e-05,1.5212667651000705e-07,0.0010436748345021747,0.003376968500757028,2.640385324764239e-05,4.090687456079782e-05,1.3055949922741e-06,7.517809528586957e-07,1.269966462316497e-06,5.259148379613561e-07,0.002191618064024202,0.0,0.0,0.0008572370516524348,0.1438804125482993,0.01187450995039258,3.236341469128178,0.18746718854698668,0.32357569911077794,,,0.0,,0.0,
42,Pipeline transportation,1035696.3298139769,29663.147310206135,0.0,,0.0,0.0,3855.2785460612263,93.15943387059261,1195.584732624066,2670.6482461741407,4.430473316631294,0.2727173166909464,11.235858176200741,50.53165407652682,6.702142094418801,91.73235474832684,0.4166042079153595,0.0002332739594776171,0.1816578289294173,0.12383352640206353,0.1081929569254678,0.2485916080356801,1.0552546469812119,0.1248028173983073,1.4891976251250338e-08,0.0,,0.014134707860496514,0.0034843562649803333,0.011639959355042428,0.0028747079228821017,0.02064217854041689,0.07943026530576267,0.11356824686879083,0.02086964511960965,0.06104428822326648,0.007209919285731949,0.0037348353404609,0.0007950728333260666,0.001036325589895635,0.28679029224567615,0.02027575055298117,0.0021347583308078968,0.02906324058731045,0.015399058796496648,17.007963287931467,13.18073023809993,1.8757633568955874,74.55440649965115,,,0.0,,1.766690160526288e-08,
43,Other transportation and support activities,17196.904557179707,104.22366398290733,36.47828239401756,,0.0,0.0,529.2584479961815,31.758354931509356,1410.8765940253381,344.48488832770823,0.9792890322392689,0.01819183452134241,4.137385239509138,12.039847327739816,2.42497588600604,16.899938604169815,0.4035281340352243,0.02144160186693923,0.8384136853946189,0.19756165126417685,0.0012924283624223796,0.030039826887724233,1.0492946493755022e-06,0.003260908228480583,4.283289148973805e-12,0.0,,0.7993907883826548,0.0001485688692099924,0.0017738856461197124,0.001256031540959971,0.00017292012332228025,0.01010598718249515,0.007751530808451723,0.003715104423174507,0.0043351506731397664,6.809317360435776e-05,2.7103006756716908e-05,0.0011291819023408099,1.627946470884193e-05,0.23281747111454237,1.4598913822939192e-06,9.159345752230288e-08,0.09043552088397697,15.134842733169464,1.2506716853798245,342.73269988640243,19.954484569737065,34.062558586311205,,,0.0,,5.3960367367934704e-08,
44,Warehousing and storage,4459.746329628771,0.0,0.0,,0.0,0.0,187.00555930400608,4.011256364034054,259.1532205232981,84.60235926340282,1.446758940628224,0.01684670961170239,1.1366313459968367,2.9008693598833664,0.4652186705604211,1.412071837440292,0.11886340292855602,0.010211543588371919,0.0492428982066835,0.0030220350525965536,0.00011989388809388168,0.028197623081864003,6.605162785626804e-08,5.7292066084673717e-05,0.0,0.0,,0.014668572919900818,3.0015833048297248e-05,0.00030581643301423817,0.00020249722436092824,2.577579371628626e-07,0.004417211360169304,0.004132196052928338,0.0001011577696557078,0.00017505294291082944,0.00028002492524420376,4.650169200980137e-06,2.7284295361243343e-06,5.236031903523001e-05,0.2280156790433583,0.0,0.0,0.0068057448395025906,0.3436864763880949,0.3868731847814185,15.19613604214698,0.6723756359821026,18.27391415867478,,,0.0,,0.0,
45,Publishing industries (includes software),9855.01753056003,0.0,0.0,,0.0,0.0,0.6306518114396145,0.006590964782067839,12.20832209493486,1.1715060592814857,0.002020174066214537,2.549913054907054e-06,0.016439453266081313,0.07056052263854987,0.000309622991576984,0.01647496589861555,0.0016165340991969107,1.9203068471414842e-08,2.5255680895928246e-06,1.900060444123118e-08,1.5588602212753524e-06,2.185804408295627e-05,0.0,1.689505462520116e-06,0.0,0.0,,0.00013607998513369648,1.6339111462557428e-07,8.003770963776561e-07,7.401082158096515e-07,1.0384445575840192e-08,1.9982584233388763e-06,0.00017682158638339932,6.329637069434906e-05,4.335191557198664e-06,4.3768937412186936e-07,3.5464816129621584e-05,7.990215294353881e-07,9.157354140609653e-08,0.0031698843958117666,0.0,0.0,0.00013196898697299746,0.00043599696792550805,0.000246248879534705,0.0014221419720345059,1.61210504907759e-05,0.00021922037413547746,,,0.0,,1.7799134941027556e-13,
46,Motion picture and sound recording industries,3845.7692692269234,0.0,0.0,,0.0,0.0,0.5328471596585587,0.017212668844479386,5.684834859648285,0.4166628853143596,0.013883510709397856,3.540777648178694e-05,0.007615182095387754,0.03157499141088036,0.00031247418433076406,0.009958290523465604,0.0007215690447149454,3.169474350244632e-08,2.771014585666649e-05,3.5664491968945117e-06,4.658190748688387e-06,3.500364029249365e-05,8.209825889621551e-06,5.544298733475161e-05,6.054960576507297e-13,0.0,,0.0007735154547303091,3.95622893375956e-07,1.1094050115684012e-06,5.913816374259183e-07,1.6545051962419232e-06,1.6052935089185935e-05,4.603636610958176e-06,0.0008515513185960519,7.396910952182639e-06,1.4430821399829573e-06,2.4096456884710744e-07,3.9874459238987536e-07,2.4516398833526164e-07,4.585812829064948e-05,0.00042169972579746866,3.6056734214554985e-07,3.935542087184571e-06,2.4762326765166792e-05,0.00013246499795684154,0.0015189340509548582,0.0002450184461504771,0.00035357522923208233,,,0.0,,2.8890967795683087e-07,
47,Broadcasting and telecommunications,842.8706488558734,0.0,0.0,,0.0,0.0,0.36668815515513226,0.007321015365915492,5.423409114663505,0.20321870438984452,0.0005092644610976,0.0,0.007171274381702991,0.030454439296950436,9.209872742019458e-08,0.007223128050256618,0.0007128270605799433,0.0,6.297201263035131e-07,4.7969564577807024e-09,7.626655983937101e-07,2.434797270893684e-07,0.0,0.0,0.0,0.0,,1.0209689281698176e-07,1.8271971446504045e-08,2.912970564310165e-07,5.1161549375075503e-08,0.0,7.939835295970172e-07,4.232365465312959e-07,0.0,0.0,5.3110858088734966e-08,5.229820876720144e-09,5.482026739059552e-09,9.197910713926557e-09,0.001304234403744595,0.0,0.0,1.3995742844325285e-06,0.00573056968407412,0.0,0.008191038900801487,6.520420556359218e-07,4.28835592912859e-06,,,0.0,,0.0,
48,Information and data processing services,2369.297692777907,0.0,0.0,,0.0,0.0,2.198139177968904,0.034766374037799426,23.188676134133864,1.0685264535224945,0.004356113735740673,7.744633216728066e-06,0.035342105644230105,0.13438242084459726,0.00024114579594547528,0.03484444036577273,0.0030235153163596755,1.2352664215070681e-06,0.0010209867556534714,2.915409361693757e-07,7.2104166466304365e-06,0.00022800706596303366,2.101084379996181e-06,5.13361798271603e-06,1.5496044934247203e-13,0.0,,0.000510012671936793,2.2684924951495356e-06,2.996446608933635e-06,2.714288148681605e-06,3.705029490408694e-07,1.2024364884390777e-05,0.00020208093528120927,0.00036279020416664685,1.2748475533000275e-05,5.684310414368982e-06,5.39199951736261e-07,3.5299908606375275e-07,1.1877098798851537e-06,0.052679084859903955,0.00010792271588144209,9.22775246033477e-08,0.00035445210150592134,0.0015383083973495545,0.0006505394345891354,0.004499194787595245,0.00010438045730901139,0.0005631675784044228,,,0.0,,5.61271343476263e-08,
49,Federal Reserve banks + Depository credit intermediation,8874.565650495933,0.0,0.0,,0.0,0.0,4.100882587138817,0.012597072266790042,103.2973186718401,3.8179339192969453,0.009174364024292444,0.0,0.13684209373261183,0.5824349159113227,1.023267283591914e-10,0.1377919533515305,0.013637686321269729,0.0,4.382150127092394e-10,5.180420839302591e-10,2.152804135865845e-09,4.807743061122317e-07,0.0,5.0323036674146454e-08,0.0,0.0,,2.1674976985986396e-06,1.89564851413743e-07,5.057238475260906e-06,1.8145991934181936e-07,2.3727414877211907e-11,5.338957124504353e-06,4.8329245422004014e-06,1.02771745058571e-06,7.117796710957386e-10,3.597907891368209e-08,1.134189662265964e-08,3.899570939240166e-09,1.85285399697549e-08,1.323840892380672e-06,0.0,0.0,1.818909318760129e-07,9.651035103962131e-07,0.0002772031219982267,0.0001231272587107414,1.5652817938447949e-06,0.0,,,0.0,,5.820754109317366e-15,
50,Other intermediation + Nondepository credit intermediation,5334.443586094248,0.0,0.0,,0.0,0.0,3.750956448788377,0.04570636969053162,80.08294401964856,2.990180207286319,0.010642096327051551,0.0,0.10558703972081089,0.4493188519059648,0.0001398730270235741,0.1072422149524791,0.01051690630672022,0.0,5.6052885404406433e-05,4.274145620116158e-07,1.1260969916002424e-06,2.615838754522153e-05,0.0,0.0,0.0,0.0,,6.464327281457195e-06,4.96364107211764e-07,5.633431351238755e-06,1.0535470679838429e-06,0.0,4.576220133864421e-05,1.053102701032229e-05,0.0,0.0,4.045750682228729e-06,4.958069759476927e-08,9.591938170650815e-08,7.308335216436941e-07,1.044487712845959e-07,0.0,0.0,0.0,5.114260807155752e-07,1.138888181705037e-05,1.3901935466562252e-05,3.296431285054323e-06,0.0,,,0.0,,0.0,
51,"Securities, commodity contracts, and investments",3973.2163395385214,0.0,0.0,,0.0,0.0,2.5620841365859706,0.006933383223204177,64.14469760774563,2.3731766632315443,0.005516712123829615,0.0,0.08497233656767057,0.36171238527110644,0.0,0.08556091973285837,0.00846969116162861,0.0,0.0,0.0,0.0,1.900791744268499e-08,0.0,0.0,0.0,0.0,,4.439349770334879e-08,1.227421302579307e-07,3.1326288428410496e-06,8.714171120230389e-08,0.0,3.019089764688167e-06,2.0134230723302326e-06,0.0,0.0,2.962681636503158e-09,6.370062082673786e-09,6.38045663971624e-10,2.343563934125565e-09,0.0,0.0,0.0,0.0,0.0,1.8655701284668666e-05,8.178469724202626e-06,8.006141636064586e-08,0.0,,,0.0,,0.0,
52,Insurance carriers,396.40476657401933,0.0,0.0,,0.0,0.0,0.20802203243985906,0.012046900019362866,0.9437841880312645,0.08814891279617511,0.0008332941471281243,1.9677479733020998e-08,0.00120699107168872,0.005190662039578178,0.00010437446576708044,0.0013605328355249826,0.0034702436389394235,6.795823909123097e-07,2.275812889511301e-06,4.6246457843387284e-05,1.1414768326492239e-06,0.00023275720152545406,0.0,1.5067808242779098e-05,0.0,0.0,,0.00026115444626081014,5.889487657541999e-07,4.796544600592e-07,1.2660504424377537e-06,5.713789875045983e-06,2.7421162748447688e-06,5.786454035005455e-06,5.210042015142587e-05,3.284716517478506e-06,1.8867266864970688e-07,3.5836109772332823e-07,6.089800047990279e-06,1.3513382967539874e-08,7.065683407470444e-05,0.0,0.0,9.540059734001239e-06,0.00017511252116264985,2.3180311351725878e-08,0.0007399101901212988,2.8191907424091293e-05,0.0,,,0.0,,1.0643624964485507e-08,
53,Insurance agencies and brokers and related services,342.49780182806444,0.0,0.0,,0.0,0.0,0.2635873794162211,0.01332165652177946,2.181590167778469,0.1755009766236521,0.0003224568497581325,7.754940926372183e-06,0.0037140924346435256,0.01165625851757699,0.001051034276655537,0.00918301888190283,0.00046098734128363985,9.309467298766255e-06,0.0003641213475056303,8.582279784867141e-05,8.851819673097995e-07,1.4384432552708537e-05,0.0,1.392379871502068e-06,0.0,0.0,,0.000346457904445982,6.91082326770061e-08,8.17423100580615e-07,4.3209320293592807e-07,6.951965240628248e-09,4.0316728185074745e-06,3.3688585011246267e-06,1.206690963595902e-06,1.8695314671349308e-06,1.6663631475400432e-08,1.6191538530749758e-08,5.824703573727892e-08,6.653446903609885e-09,0.0001078087085150746,0.0,0.0,3.957640118255797e-05,0.006826984222028264,0.0005426483792521377,0.1483520839598374,0.008572876750338071,0.014795822014640842,,,0.0,,0.0,
54,"Funds, trusts, and other financial vehicles",64406.706885076965,0.0,0.0,,0.0,0.0,5.565990751502367,0.1458491540267653,133.5511641875847,5.0098944888215104,0.02736471507178855,0.00022686148221439238,0.1768584204595591,0.7545132345207987,1.72318765889444e-05,0.1798356403816655,0.0176381339374785,1.708464752594646e-06,2.168765369548992e-05,1.6904518678438608e-06,0.0001267405718316598,0.0019333264370292517,0.0,0.000150312463673628,0.0,0.0,,0.010968844066460053,1.3008332476215836e-06,9.258599314179825e-06,2.6298705195517186e-05,9.238866834209247e-07,2.5963885626792522e-05,0.006367110996052726,0.0051714006115529945,0.00038569471239687344,4.9107381963321575e-06,1.2219066833848563e-06,1.7297371451055645e-06,2.6353588215641e-07,0.03975620175318044,0.0,0.0,0.01161600476291425,0.03639285590696785,0.0219083492660156,0.12301044961811419,0.001398257383393951,0.01950366853185937,,,0.0,,1.583559144138222e-11,
55,Real estate,37317.472639612264,3.8392461563387106,0.0,,0.0,0.0,0.7499359642806086,0.01868481090545748,11.127579623529195,0.4392018592809295,0.005911549905324752,4.381679576576791e-09,0.014603866432904677,0.062332712322687105,7.78028144419462e-05,0.01750160433449043,0.0019989026328569655,5.260119028943896e-08,1.2777237460633608e-06,3.468863829774209e-06,0.0002509074282265602,0.0001836905417726964,0.0,1.0902411353167209e-05,0.0,0.0,,0.00040584463999682803,4.610935082362695e-07,1.480293924893225e-06,1.6961377629104176e-06,4.163653597034919e-07,1.7144506331251548e-05,5.929443995052562e-06,0.0001954327914331335,5.625247390446166e-07,3.884695862485986e-07,8.414566502340655e-07,5.051621678111267e-06,4.016478234792788e-08,0.00826839260847133,0.0,0.0,0.0003871892843666599,0.1747111654472931,2.3844665362515678e-05,0.30606709376029667,0.0001247360151633399,0.005712839120964194,,,0.0,,9.320446625341037e-10,
56,Rental and leasing services and lessors of intangible assets,69337.06403553985,30.680116829884888,6.136023365976977,,0.0,0.0,12.859496319171603,0.3162488333407795,71.78590432591439,5.166849951404744,0.20222997516343796,0.005728990989186665,0.10467643226784168,0.48702680999978637,0.09251050606928923,0.17149931759646928,0.009520149025046613,3.768053569124107e-05,0.0018926380817208032,0.003594763312009085,0.0003092897203156377,0.014271615502952901,4.834358122736082e-05,0.0022762033310525145,7.451596142653701e-11,0.0,,0.0013199103629529712,0.00015083341002981323,0.0002176178511926826,0.0002148239439386059,0.002683944278453557,0.0007909190045229099,0.0004445546746190785,0.0007388846289742091,0.0005163357519599399,0.00040143682024048477,3.84431175371613e-06,9.145691394149467e-06,7.323801885250327e-06,0.020734933990640983,2.4932333014942964e-05,1.5642523907140408e-06,0.0016008329422240299,0.06815859672891718,0.007821544614394006,0.6439125850740159,0.017774058177152094,0.08530912520346652,,,0.0,,9.236744714250878e-07,
57,Legal services,651.641974866169,0.0,0.0,,0.0,0.0,0.06299841742609674,0.000158904591912043,1.511484976190738,0.055901509741757935,0.00012863205977087152,0.0,0.002002229422177957,0.008523035028384977,0.0,0.002016310340269032,0.0001995721909886677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.437738985614411e-10,2.347344969886361e-09,7.354767361010915e-08,7.769618973959218e-10,0.0,7.678159679718418e-08,4.44219795752486e-08,0.0,0.0,0.0,2.968585275202795e-12,0.0,1.730673838147737e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
58,Computer systems design and related services,7607.660668885159,0.0,0.0,,0.0,0.0,9.837139927160043,3.237892716866547,31.66637818499209,3.6840012321458597,0.12454745124555325,0.006896183358348087,0.057933046349302145,0.23597612909663432,0.060810527302911574,0.10889864814195699,0.021654634825229616,0.0002438700218004697,0.0027590498836922994,0.0023043058298882575,0.0021856942956754058,0.02246092273991493,0.048972301028890296,0.006832414768304251,1.5176718091395638e-09,2.9625087688320515e-06,,0.018024967283535708,8.181790380782661e-05,0.0007162769710217053,0.0001598678155008172,0.0017423758467512238,0.001790973972690002,0.008206223176481975,0.019160917240166796,0.007190407344223807,0.0005073329035337564,0.0002775341944868298,9.748834192533781e-05,4.977705488356893e-05,0.12103448118880035,0.0365088056485583,0.0003969939225032921,0.47711465550955984,0.12629188793090818,0.07936260320332623,1.0093684078484044,0.03365584686890454,4.035420168778607,,,0.0,,4.830373907603531e-06,
59,"Miscellaneous professional, scientific, and technical services",5343.777136368271,0.0,0.0,,0.0,0.0,9.010704526026299,2.6166042363633872,49.10850418155238,10.005498019415327,0.3509205788223297,0.03106758061518483,0.10575038795590144,0.6953266722867005,0.11365127949573825,0.14124995313278,0.09677117847418322,0.001657430452089627,0.008524088885152409,0.024393892168065506,0.005649969397859426,0.05057224172817638,0.020656711204485284,0.012423307910880291,3.996989146828256e-09,5.389363279148178e-07,,0.3202366506464136,0.0013131117085387748,0.061865160062644746,0.00020136577737699647,0.001636966572265739,0.003008326080117005,0.018511535024188282,0.04747588088197474,0.1554049623242044,0.00045625355770385044,0.0005416758248411003,0.00040559876752672497,1.2253752117364431e-05,0.05067477737173009,0.24287666779038847,0.0008838386257168908,0.06849472178913024,0.07649795602997306,0.12106467007666413,1.5491566300100634,0.06440308880598491,4.68938032522809,,,0.0,,1.1875750327706882e-05,
60,Management of companies and enterprises,19970.580972116346,0.0,0.0,,0.0,0.0,1.116559180068965,0.004446933208328994,26.91220161798247,1.031574547662018,0.004209227136095801,0.0,0.03560727409831678,0.15148272817599284,0.0,0.03610296104409615,0.0035469874321727686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9253588162904e-07,4.8526956655597116e-08,1.6239890553722028e-06,9.672431631813936e-07,0.0,2.9395551533339512e-06,1.393197923883091e-06,0.0,0.0,1.2030040947833569e-08,1.332032711071259e-07,2.365159098215195e-10,3.602914357151271e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
61,Administrative and support services,27131.11109436351,0.0,1.5072839496868617,,0.0,0.0,61.35020825506441,0.3558696182368775,3877.6636070758027,248.55266210836908,0.27820938721551597,0.00031196408981940297,6.743923755820137,40.12276692655693,0.014302471079584912,2.4771927930628705,0.7191935931604689,0.005361459578946374,0.0001906967685193163,4.197954915837775e-05,2.38080364962052e-05,0.0010027513856799715,1.933353821305969e-08,0.0008419675463230441,0.0,0.0,,0.0010114906163217999,5.821448085829718e-05,0.00014229520565934705,3.1202695997813146e-06,0.0005528254349818176,0.000709555033014391,0.0007315766383536575,0.0004525108164296771,2.849054980847369e-05,1.350286757351134e-06,3.116156537881496e-05,1.1702802428006524e-07,2.3044345890929393e-07,0.0028145962493133303,0.0,0.0,0.0008102227014898379,0.005585984823791939,0.0017487396197658368,0.08549747135530127,0.007346799854319394,0.008693622313510344,,,0.0,,1.0786068874495622e-12,
